Date,Close
1/2/2019 16:00:00,157.92
1/3/2019 16:00:00,142.19
1/4/2019 16:00:00,148.26
1/7/2019 16:00:00,147.93
1/8/2019 16:00:00,150.75
1/9/2019 16:00:00,153.31
1/10/2019 16:00:00,153.8
1/11/2019 16:00:00,152.29
1/14/2019 16:00:00,150
1/15/2019 16:00:00,153.07
1/16/2019 16:00:00,154.94
1/17/2019 16:00:00,155.86
1/18/2019 16:00:00,156.82
1/22/2019 16:00:00,153.3
1/23/2019 16:00:00,153.92
1/24/2019 16:00:00,152.7
1/25/2019 16:00:00,157.76
1/28/2019 16:00:00,156.3
1/29/2019 16:00:00,154.68
1/30/2019 16:00:00,165.25
1/31/2019 16:00:00,166.44
2/1/2019 16:00:00,166.52
2/4/2019 16:00:00,171.25
2/5/2019 16:00:00,174.18
2/6/2019 16:00:00,174.24
2/7/2019 16:00:00,170.94
2/8/2019 16:00:00,170.41
2/11/2019 16:00:00,169.43
2/12/2019 16:00:00,170.89
2/13/2019 16:00:00,170.18
2/14/2019 16:00:00,170.8
2/15/2019 16:00:00,170.42
2/19/2019 16:00:00,170.93
2/20/2019 16:00:00,172.03
2/21/2019 16:00:00,171.06
2/22/2019 16:00:00,172.97
2/25/2019 16:00:00,174.23
2/26/2019 16:00:00,174.33
2/27/2019 16:00:00,174.87
2/28/2019 16:00:00,173.15
3/1/2019 16:00:00,174.97
3/4/2019 16:00:00,175.85
3/5/2019 16:00:00,175.53
3/6/2019 16:00:00,174.52
3/7/2019 16:00:00,172.5
3/8/2019 16:00:00,172.91
3/11/2019 16:00:00,178.9
3/12/2019 16:00:00,180.91
3/13/2019 16:00:00,181.71
3/14/2019 16:00:00,183.73
3/15/2019 16:00:00,186.12
3/18/2019 16:00:00,188.02
3/19/2019 16:00:00,186.53
3/20/2019 16:00:00,188.16
3/21/2019 16:00:00,195.09
3/22/2019 16:00:00,191.05
3/25/2019 16:00:00,188.74
3/26/2019 16:00:00,186.79
3/27/2019 16:00:00,188.47
3/28/2019 16:00:00,188.72
3/29/2019 16:00:00,189.95
4/1/2019 16:00:00,191.24
4/2/2019 16:00:00,194.02
4/3/2019 16:00:00,195.35
4/4/2019 16:00:00,195.69
4/5/2019 16:00:00,197
4/8/2019 16:00:00,200.1
4/9/2019 16:00:00,199.5
4/10/2019 16:00:00,200.62
4/11/2019 16:00:00,198.95
4/12/2019 16:00:00,198.87
4/15/2019 16:00:00,199.23
4/16/2019 16:00:00,199.25
4/17/2019 16:00:00,203.13
4/18/2019 16:00:00,203.86
4/22/2019 16:00:00,204.53
4/23/2019 16:00:00,207.48
4/24/2019 16:00:00,207.16
4/25/2019 16:00:00,205.28
4/26/2019 16:00:00,204.3
4/29/2019 16:00:00,204.61
4/30/2019 16:00:00,200.67
5/1/2019 16:00:00,210.52
5/2/2019 16:00:00,209.15
5/3/2019 16:00:00,211.75
5/6/2019 16:00:00,208.48
5/7/2019 16:00:00,202.86
5/8/2019 16:00:00,202.9
5/9/2019 16:00:00,200.72
5/10/2019 16:00:00,197.18
5/13/2019 16:00:00,185.72
5/14/2019 16:00:00,188.66
5/15/2019 16:00:00,190.92
5/16/2019 16:00:00,190.08
5/17/2019 16:00:00,189
5/20/2019 16:00:00,183.09
5/21/2019 16:00:00,186.6
5/22/2019 16:00:00,182.78
5/23/2019 16:00:00,179.66
5/24/2019 16:00:00,178.97
5/28/2019 16:00:00,178.23
5/29/2019 16:00:00,177.38
5/30/2019 16:00:00,178.3
5/31/2019 16:00:00,175.07
6/3/2019 16:00:00,173.3
6/4/2019 16:00:00,179.64
6/5/2019 16:00:00,182.54
6/6/2019 16:00:00,185.22
6/7/2019 16:00:00,190.15
6/10/2019 16:00:00,192.58
6/11/2019 16:00:00,194.81
6/12/2019 16:00:00,194.19
6/13/2019 16:00:00,194.15
6/14/2019 16:00:00,192.74
6/17/2019 16:00:00,193.89
6/18/2019 16:00:00,198.45
6/19/2019 16:00:00,197.87
6/20/2019 16:00:00,199.46
6/21/2019 16:00:00,198.78
6/24/2019 16:00:00,198.58
6/25/2019 16:00:00,195.57
6/26/2019 16:00:00,199.8
6/27/2019 16:00:00,199.74
6/28/2019 16:00:00,197.92
7/1/2019 16:00:00,201.55
7/2/2019 16:00:00,202.73
7/3/2019 13:00:00,204.41
7/5/2019 16:00:00,204.23
7/8/2019 16:00:00,200.02
7/9/2019 16:00:00,201.24
7/10/2019 16:00:00,203.23
7/11/2019 16:00:00,201.75
7/12/2019 16:00:00,203.3
7/15/2019 16:00:00,205.21
7/16/2019 16:00:00,204.5
7/17/2019 16:00:00,203.35
7/18/2019 16:00:00,205.66
7/19/2019 16:00:00,202.59
7/22/2019 16:00:00,207.22
7/23/2019 16:00:00,208.84
7/24/2019 16:00:00,208.67
7/25/2019 16:00:00,207.02
7/26/2019 16:00:00,207.74
7/29/2019 16:00:00,209.68
7/30/2019 16:00:00,208.78
7/31/2019 16:00:00,213.04
8/1/2019 16:00:00,208.43
8/2/2019 16:00:00,204.02
8/5/2019 16:00:00,193.34
8/6/2019 16:00:00,197
8/7/2019 16:00:00,199.04
8/8/2019 16:00:00,203.43
8/9/2019 16:00:00,200.99
8/12/2019 16:00:00,200.48
8/13/2019 16:00:00,208.97
8/14/2019 16:00:00,202.75
8/15/2019 16:00:00,201.74
8/16/2019 16:00:00,206.5
8/19/2019 16:00:00,210.35
8/20/2019 16:00:00,210.36
8/21/2019 16:00:00,212.64
8/22/2019 16:00:00,212.46
8/23/2019 16:00:00,202.64
8/26/2019 16:00:00,206.49
8/27/2019 16:00:00,204.16
8/28/2019 16:00:00,205.53
8/29/2019 16:00:00,209.01
8/30/2019 16:00:00,208.74
9/3/2019 16:00:00,205.7
9/4/2019 16:00:00,209.19
9/5/2019 16:00:00,213.28
9/6/2019 16:00:00,213.26
9/9/2019 16:00:00,214.17
9/10/2019 16:00:00,216.7
9/11/2019 16:00:00,223.59
9/12/2019 16:00:00,223.09
9/13/2019 16:00:00,218.75
9/16/2019 16:00:00,219.9
9/17/2019 16:00:00,220.7
9/18/2019 16:00:00,222.77
9/19/2019 16:00:00,220.96
9/20/2019 16:00:00,217.73
9/23/2019 16:00:00,218.72
9/24/2019 16:00:00,217.68
9/25/2019 16:00:00,221.03
9/26/2019 16:00:00,219.89
9/27/2019 16:00:00,218.82
9/30/2019 16:00:00,223.97
10/1/2019 16:00:00,224.59
10/2/2019 16:00:00,218.96
10/3/2019 16:00:00,220.82
10/4/2019 16:00:00,227.01
10/7/2019 16:00:00,227.06
10/8/2019 16:00:00,224.4
10/9/2019 16:00:00,227.03
10/10/2019 16:00:00,230.09
10/11/2019 16:00:00,236.21
10/14/2019 16:00:00,235.87
10/15/2019 16:00:00,235.32
10/16/2019 16:00:00,234.37
10/17/2019 16:00:00,235.28
10/18/2019 16:00:00,236.41
10/21/2019 16:00:00,240.51
10/22/2019 16:00:00,239.96
10/23/2019 16:00:00,243.18
10/24/2019 16:00:00,243.58
10/25/2019 16:00:00,246.58
10/28/2019 16:00:00,249.05
10/29/2019 16:00:00,243.29
10/30/2019 16:00:00,243.26
10/31/2019 16:00:00,248.76
11/1/2019 16:00:00,255.82
11/4/2019 16:00:00,257.5
11/5/2019 16:00:00,257.13
11/6/2019 16:00:00,257.24
11/7/2019 16:00:00,259.43
11/8/2019 16:00:00,260.14
11/11/2019 16:00:00,262.2
11/12/2019 16:00:00,261.96
11/13/2019 16:00:00,264.47
11/14/2019 16:00:00,262.64
11/15/2019 16:00:00,265.76
11/18/2019 16:00:00,267.1
11/19/2019 16:00:00,266.29
11/20/2019 16:00:00,263.19
11/21/2019 16:00:00,262.01
11/22/2019 16:00:00,261.78
11/25/2019 16:00:00,266.37
11/26/2019 16:00:00,264.29
11/27/2019 16:00:00,267.84
11/29/2019 13:00:00,267.25
12/2/2019 16:00:00,264.16
12/3/2019 16:00:00,259.45
12/4/2019 16:00:00,261.74
12/5/2019 16:00:00,265.58
12/6/2019 16:00:00,270.71
12/9/2019 16:00:00,266.92
12/10/2019 16:00:00,268.48
12/11/2019 16:00:00,270.77
12/12/2019 16:00:00,271.46
